"study","orig_col","br_col","season","deploy_num","bird_id","bad_avid","cohort","yr_marked","age","br_exp","device_id","deploy_date","deploy_time","mass_depl","torso_depl","retrieve_date","retrieve_time","mass_retr","torso_retr","breeder","success","nucrec","date_meas","flipper","bill_length","bill_depth","sex","sex_how","bqi","breeder_prev","success_prev","nucrec_prev","breeder_next","success_next","nucrec_next","removed","filename","start_rec","end_rec","data","data_days","rebooted","bird_fn","locs_filename","dives_filename"
"KA","ROYD","ROYD",2018,3,4292,NA,2006,NA,12,3,1801057,2018-11-14,NA,4780,535,2019-11-20,14:30:00,4580,540,1,0,0,2016-12-04,195,24.97,19.76,"M","field",-0.201933339604258,0,0,0,0,0,0,0,"000004292_1801057r18.txt","10/20/2018","4/29/2019","i",191,0,4292,NA,NA
"KA","ROYD","ROYD",2016,1,4322,NA,2006,NA,10,1,6089,2016-12-09,NA,NA,NA,NA,NA,NA,NA,1,0,0,2016-12-09,185,22.3,18.37,"F","field",-0.180936913884382,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4322,NA,NA
"KA","ROYD","ROYD",2017,1,4324,NA,2006,NA,11,1,1706084,2017-12-02,NA,NA,NA,2018-11-04,NA,5280,521,1,0,0,2017-12-02,191,27.03,18.49,"M","DNA",-0.00175612497143145,0,0,0,1,0,0,0,"000004324_0084r17.txt","10/20/2017","2/7/2019","c",475,0,4324,"4324_movementSummary.csv","000004324_0084r17_diveStats.csv"
"KA","ROYD","ROYD",2018,2,4324,NA,2006,NA,12,2,1801122,2018-11-04,NA,5280,521,2019-11-16,14:10:00,4600,545,1,0,0,2017-12-02,191,27.03,18.49,"M","DNA",-0.00175612497143145,1,0,0,1,0,0,0,"000004324_1801122r18.txt","10/20/2018","3/11/2020","c",508,0,4324,"4324_movementSummary.csv","000004324_1801122r18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,4493,NA,2005,NA,11,0,387,2016-12-29,NA,NA,NA,2017-11-14,NA,4140,525,0,0,0,2017-11-14,175,25.65,21.31,"M","DNA",-0.12300569438156,0,0,0,0,0,0,0,"000004493_0387r16.txt","11/15/2016","11/19/2017","c",369,0,4493,"4493_movementSummary.csv","000004493_0387r16_diveStats.csv"
"KA","ROYD","ROYD",2017,2,4493,NA,2005,NA,12,0,1706045,2017-11-14,NA,4140,525,NA,NA,NA,NA,0,0,0,2017-11-14,175,25.65,21.31,"M","DNA",-0.12300569438156,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4493,NA,NA
"KA","ROYD","ROYD",2016,1,4687,NA,2006,NA,10,1,6126,2016-12-05,NA,3900,550,NA,NA,NA,NA,1,0,0,2016-12-05,184,21.85,20.74,"F","field",-0.15631755584275,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4687,NA,NA
"KA","ROYD","ROYD",2016,1,4697,NA,2006,NA,10,2,6064,2016-12-04,NA,4401,570,NA,NA,NA,NA,1,0,0,2016-12-04,196,28.15,24.76,"M","field",-0.0134604129856067,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4697,NA,NA
"KA","ROYD","ROYD",2016,1,4710,NA,2006,NA,10,4,6052,2016-12-05,NA,3525,540,NA,NA,NA,NA,1,0,0,2016-12-05,185,24.96,15.62,"M","field",0.0702597961134085,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,4710,NA,NA
"KA","ROYD","ROYD",2016,1,4805,NA,2007,NA,9,0,6132,2016-12-02,NA,3675,535,NA,NA,NA,NA,1,0,0,2016-12-02,191,24.96,18.71,"M","field",-0.0807496725971399,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4805,NA,NA
"KA","ROYD","ROYD",2016,1,4831,NA,2007,NA,9,4,552,2016-12-26,NA,NA,NA,2017-11-22,NA,5395,517,0,0,0,2016-12-26,193,26.4,18.41,"M","field",0.280496535944561,1,1,2,0,0,0,0,"000004831_0552r16.txt","11/15/2016","11/19/2017","c",369,0,4831,"4831_movementSummary.csv","000004831_0552r16_diveStats.csv"
"KA","ROYD","ROYD",2017,2,4831,NA,2007,NA,10,4,1706082,2017-11-22,NA,5395,517,2018-11-19,NA,4840,540,0,0,0,2016-12-26,193,26.4,18.41,"M","field",0.280496535944561,0,0,0,1,1,1,0,"000004831_0082r17.txt","10/20/2017","2/7/2019","c",475,0,4831,"4831_movementSummary.csv","000004831_0082r17_diveStats.csv"
"KA","ROYD","ROYD",2018,3,4831,NA,2007,NA,11,4,1801086,2018-11-19,NA,4840,540,2019-11-05,11:15:00,5690,568,1,1,1,2016-12-26,193,26.4,18.41,"M","field",0.280496535944561,0,0,0,1,1,2,0,"000004831_1801086r18.txt","10/20/2018","3/13/2020","c",510,0,4831,"4831_movementSummary.csv","000004831_1801086r18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,4839,NA,2007,NA,9,2,385,2016-12-04,NA,3650,515,NA,NA,NA,NA,1,0,0,2016-12-04,185,22.89,17.68,"M","field",-0.144920190227781,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4839,NA,NA
"KA","ROYD","ROYD",2017,1,4877,NA,2007,NA,10,3,1706053,2017-12-03,NA,NA,NA,2018-11-06,NA,5210,554,1,0,0,2017-12-03,180,22.12,19.15,"M","DNA",0.0649533843425094,0,0,0,1,0,0,0,"000004877_0053r17.txt","10/20/2017","11/6/2018","c",382,0,4877,"4877_movementSummary.csv","000004877_0053r17_diveStats.csv"
"KA","ROYD","ROYD",2018,2,4877,NA,2007,NA,11,4,1801080,2018-11-06,NA,5210,554,2019-11-07,12:50:00,5820,558,1,0,0,2017-12-03,180,22.12,19.15,"M","DNA",0.0649533843425094,1,0,0,1,1,1,0,"000004877_1801080r18.txt","10/20/2018","3/13/2020","c",510,0,4877,"4877_movementSummary.csv","000004877_1801080r18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,4886,NA,2007,NA,9,1,325,2016-12-26,NA,NA,NA,NA,NA,NA,NA,1,1,2,2016-12-26,190,22.22,18.25,"F","field",0.151110862346809,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,4886,NA,NA
"KA","ROYD","ROYD",2016,1,4887,NA,2007,NA,9,3,534,2016-12-04,NA,3275,490,2017-11-27,NA,4330,515,1,1,1,2016-12-04,182,24.98,18.67,"M","field",0.334627954443201,1,1,2,0,0,0,0,"000004887_0534r16.txt","11/15/2016","11/19/2017","c",369,0,4887,"4887_movementSummary.csv","000004887_0534r16_diveStats.csv"
"KA","ROYD","ROYD",2017,2,4887,NA,2007,NA,10,4,1706015,2017-11-27,NA,4330,515,NA,NA,NA,NA,0,0,0,2016-12-04,182,24.98,18.67,"M","field",0.334627954443201,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,4887,NA,NA
"KA","ROYD","ROYD",2017,1,4940,NA,2007,NA,10,0,1706141,2018-01-03,NA,NA,500,2018-11-27,NA,4000,520,0,0,0,2018-01-03,185,24.1,20.1,"M","DNA",-0.0763003671062565,0,0,0,1,0,0,0,"000004940_0141r17.txt","10/20/2017","2/7/2019","c",475,0,4940,"4940_movementSummary.csv","000004940_0141r17_diveStats.csv"
"KA","ROYD","ROYD",2018,2,4940,NA,2007,NA,11,0,1801111,2018-11-27,NA,4000,520,NA,NA,NA,NA,1,0,0,2018-01-03,185,24.1,20.1,"M","DNA",-0.0763003671062565,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4940,NA,NA
"KA","ROYD","ROYD",2016,1,4947,NA,2007,NA,9,2,565,2016-12-29,NA,NA,NA,NA,NA,NA,NA,0,0,0,2016-12-29,NA,NA,NA,"F","field",0.206523073253607,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4947,NA,NA
"KA","ROYD","ROYD",2018,1,4982,NA,2007,NA,11,5,1801036,2018-12-29,NA,NA,NA,2019-11-13,13:10:00,4360,535,1,0,0,2018-12-29,185,32.2,21,"F","field",0.285568312777727,1,1,1,1,0,0,0,"000004982_1801036r18.txt","10/20/2018","7/4/2019","i",257,0,4982,"4982_movementSummary.csv","000004982_1801036r18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,5111,NA,2007,NA,9,3,6074,2016-12-02,NA,4525,540,NA,NA,NA,NA,1,0,0,2016-12-02,178,23.92,17.65,"F","field",0.0065230732536066,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5111,NA,NA
"KA","ROYD","ROYD",2018,1,5138,NA,2007,NA,11,4,1725198,2018-12-29,NA,NA,NA,2019-11-16,14:00:00,4590,530,1,1,1,2018-12-29,187,29.5,18.2,"F","field",0.175907204274491,1,1,2,1,1,1,0,"000005138_1725198r18.txt","10/20/2018","3/12/2020","c",509,0,5138,"5138_movementSummary.csv","000005138_1725198r18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,5139,NA,2007,NA,9,0,6039,2016-12-04,NA,3450,518,2017-11-21,NA,5400,545,1,0,0,2016-12-04,188,26.03,18.73,"M","field",-0.0807496725971399,0,0,0,0,0,0,0,"000005139_6039r16.txt","11/15/2016","11/19/2017","c",369,0,5139,"5139_movementSummary.csv","000005139_6039r16_diveStats.csv"
"KA","ROYD","ROYD",2017,2,5139,NA,2007,NA,10,1,1706078,2017-11-21,NA,5400,545,2018-11-09,NA,5220,575,0,0,0,2016-12-04,188,26.03,18.73,"M","field",-0.0807496725971399,1,0,0,1,1,1,0,"000005139_0078r17.txt","10/20/2017","12/3/2017","i",44,0,5139,NA,"000005139_0078r17_diveStats.csv"
"KA","ROYD","ROYD",2018,3,5139,NA,2007,NA,11,1,1801108,2018-11-09,NA,5220,575,2019-11-16,14:20:00,4930,545,1,1,1,2016-12-04,188,26.03,18.73,"M","field",-0.0807496725971399,0,0,0,1,0,0,0,"000005139_1801108r18.txt","10/20/2018","3/12/2020","c",509,0,5139,"5139_movementSummary.csv","000005139_1801108r18_diveStats.csv"
"KA","ROYD","ROYD",2018,1,5150,NA,2007,NA,11,1,1725138,2018-12-29,NA,NA,NA,2019-11-11,10:10:00,5100,575,1,0,0,2018-12-29,183,36.3,20.4,"M","field",0.0865328795519918,1,1,1,1,0,0,0,"000005150_1725138r18.txt","10/20/2018","6/25/2019","i",248,0,5150,"5150_movementSummary.csv","000005150_1725138r18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,5195,NA,2007,NA,9,3,6077,2016-12-09,NA,NA,NA,2017-11-07,NA,4415,495,1,0,0,2016-12-09,175,24.27,16.93,"F","field",-0.0313011712574761,1,1,1,1,1,1,0,"000005195_6077r16.txt","11/15/2016","11/19/2017","c",369,0,5195,"5195_movementSummary.csv","000005195_6077r16_diveStats.csv"
"KA","ROYD","ROYD",2017,2,5195,NA,2007,NA,10,4,1706019,2017-11-07,NA,4415,495,2018-11-14,NA,4190,525,1,1,1,2016-12-09,175,24.27,16.93,"F","field",-0.0313011712574761,1,0,0,1,1,2,1,"000005195_0019r17.txt","10/20/2017","2/7/2019","c",475,0,5195,"5195_movementSummary.csv","000005195_0019r17_diveStats.csv"
"KA","ROYD","ROYD",2017,1,6268,NA,2008,NA,9,1,1706052,2017-12-02,NA,NA,NA,2018-11-04,NA,5800,565,1,1,1,2017-12-02,NA,NA,NA,"M","field",0.0925815308733148,0,0,0,1,1,2,0,"000006268_0052r17.txt","10/20/2017","2/7/2019","c",475,0,6268,"6268_movementSummary.csv","000006268_0052r17_diveStats.csv"
"KA","ROYD","ROYD",2018,2,6268,NA,2008,NA,10,2,1801109,2018-11-04,NA,5800,565,2019-11-12,11:06:00,5450,570,1,1,2,2017-12-02,NA,NA,NA,"M","field",0.0925815308733148,1,1,1,1,1,2,0,"000006268_1801109r18.txt","10/20/2018","2/6/2019","i",109,0,6268,NA,"000006268_1801109r18_diveStats.csv"
"KA","ROYD","ROYD",2017,1,6326,NA,2008,NA,9,1,1706054,2017-12-02,NA,3515,NA,2018-11-14,NA,5080,542,1,1,1,2017-12-02,186,27.38,21.25,"M","field",-0.127914110840184,0,0,0,1,1,1,0,"000006326_0054r17.txt","10/20/2017","2/7/2019","c",475,0,6326,"6326_movementSummary.csv","000006326_0054r17_diveStats.csv"
"KA","ROYD","ROYD",2018,2,6326,NA,2008,NA,10,2,1801117,2018-11-14,NA,5080,542,2019-11-14,11:05:00,4890,530,1,1,1,2017-12-02,186,27.38,21.25,"M","field",-0.127914110840184,1,1,1,1,1,1,0,"000006326_1801117r18.txt","10/20/2018","7/11/2019","i",264,0,6326,"6326_movementSummary.csv","000006326_1801117r18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,6351,NA,2008,NA,8,0,6071,2016-12-05,NA,3300,500,NA,NA,NA,NA,1,0,0,2016-12-05,195,27.08,20.72,"M","field",-0.0618668813822164,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6351,NA,NA
"KA","ROYD","ROYD",2016,1,6408,NA,2009,NA,7,0,366,2016-12-05,NA,3525,510,NA,NA,NA,NA,1,0,0,2016-12-05,185,23.94,20.69,"M","field",-0.0550686806702214,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6408,NA,NA
"KA","ROYD","ROYD",2016,1,6414,NA,2009,NA,7,2,546,2016-12-05,NA,3450,500,NA,NA,NA,NA,1,1,1,2016-12-05,183,26.05,20.77,"M","field",0.122216875883307,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6414,NA,NA
"KA","ROYD","ROYD",2016,1,6449,NA,2009,NA,7,3,530,2016-12-04,NA,4350,557,NA,NA,NA,NA,1,0,0,2016-12-04,175,23.92,20.77,"F","field",-0.127783124116693,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6449,NA,NA
"KA","ROYD","ROYD",2016,1,6550,NA,2009,NA,7,1,6007,2016-12-09,NA,NA,NA,NA,NA,NA,NA,1,0,0,2016-12-09,190,24.72,17.22,"F","field",0.146350054508877,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6550,NA,NA
"KA","ROYD","ROYD",2018,1,6574,NA,2009,NA,9,0,1725121,2018-12-29,NA,NA,NA,2019-11-07,12:25:00,4800,585,1,1,2,2018-12-29,188,35.8,20.8,"M","field",-0.0584691206556207,0,0,0,1,1,2,0,"000006574_1725121r18.txt","10/20/2018","3/11/2020","c",508,0,6574,NA,NA
"KA","ROYD","ROYD",2016,1,6661,NA,2010,NA,6,1,6081,2016-12-09,NA,NA,NA,2017-11-21,NA,3775,515,1,1,2,2016-12-09,193,22.3,17.27,"F","DNA",-0.0555945479857095,0,0,0,1,1,2,0,"000006661_6081r16.txt","11/15/2016","11/19/2017","c",369,0,6661,"6661_movementSummary.csv","000006661_6081r16_diveStats.csv"
"KA","ROYD","ROYD",2017,2,6661,NA,2010,NA,7,2,1706111,2017-11-21,NA,3775,515,2018-11-07,NA,4680,535,1,1,2,2016-12-09,193,22.3,17.27,"F","DNA",-0.0555945479857095,1,1,2,1,1,1,0,"000006661_0111r17.txt","10/20/2017","2/7/2019","c",475,0,6661,"6661_movementSummary.csv","000006661_0111r17_diveStats.csv"
"KA","ROYD","ROYD",2018,3,6661,NA,2010,NA,8,3,1801093,2018-11-07,NA,4680,535,2019-11-07,12:00:00,4760,575,1,1,1,2016-12-09,193,22.3,17.27,"F","DNA",-0.0555945479857095,1,1,2,1,0,0,0,NA,NA,NA,NA,NA,NA,6661,NA,NA
"KA","ROYD","ROYD",2016,1,6728,NA,2010,NA,6,0,6073,2016-12-05,NA,3700,505,NA,NA,NA,NA,1,0,0,2016-12-05,183,25.01,20.7,"M","field",-0.0350297801992333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6728,NA,NA
"KA","BIRD","ROYD",2016,1,29809,NA,2007,NA,9,2,6046,2016-12-29,NA,NA,NA,2017-11-21,NA,4700,530,1,1,1,2017-11-21,185,24.6,17.18,"M","DNA",0.542042469525304,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,29809,NA,NA
"KA","BIRD","ROYD",2017,2,29809,NA,2007,NA,10,3,1706184,2017-11-21,NA,4700,530,2018-11-05,NA,5380,535,0,0,0,2017-11-21,185,24.6,17.18,"M","DNA",0.542042469525304,1,1,1,1,1,2,0,"000029809_0184r17.txt","10/20/2017","2/7/2019","c",475,0,29809,"29809_movementSummary.csv","000029809_0184r17_diveStats.csv"
"KA","BIRD","ROYD",2018,3,29809,NA,2007,NA,11,3,1801050,2018-11-05,NA,5380,535,NA,NA,NA,NA,1,1,2,2017-11-21,185,24.6,17.18,"M","DNA",0.542042469525304,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,29809,NA,NA
"KA","ROYD","ROYD",2017,1,62820,NA,2012,NA,5,0,1706007,2018-01-03,NA,NA,510,NA,NA,NA,NA,0,0,0,2018-01-03,195,22,18.2,"M","DNA",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,62820,NA,NA
"KA","ROYD","ROYD",2017,1,62848,NA,2012,NA,5,0,1706016,2018-01-03,NA,NA,500,NA,NA,NA,NA,0,0,0,2018-01-03,190,25.3,19.3,"M","DNA",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,62848,NA,NA
"KA","ROYD","ROYD",2017,1,62853,NA,2012,NA,5,0,1706143,2018-01-03,NA,NA,500,2018-11-14,NA,4190,530,0,0,0,2018-01-03,183,21.8,17,"F","DNA",-0.00762619481710346,0,0,0,1,0,0,0,"000062853_0143r17.txt","10/20/2017","2/7/2019","c",475,0,62853,"62853_movementSummary.csv","000062853_0143r17_diveStats.csv"
"KA","ROYD","ROYD",2018,2,62853,NA,2012,NA,6,0,1801148,2018-11-14,NA,4190,530,2019-11-11,10:40:00,4550,535,1,0,0,2018-01-03,183,21.8,17,"F","DNA",-0.00762619481710346,0,0,0,1,0,0,0,"000062853_1801148r18.txt","10/20/2018","3/12/2020","c",509,0,62853,"62853_movementSummary.csv","000062853_1801148r18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,63002,NA,2011,NA,5,0,6119,2016-12-09,NA,NA,NA,NA,NA,NA,NA,1,0,0,2016-12-09,189,22.85,19.5,"F","field",-0.0199035597307739,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,63002,NA,NA
"KA","ROYD","ROYD",2016,1,63012,NA,2011,NA,5,1,536,2016-12-04,NA,3700,500,2017-12-28,NA,NA,NA,1,0,0,2016-12-04,191,26.06,20.83,"M","field",-0.0375227531645587,0,0,0,0,0,0,0,"000063012_0536r16.txt","11/15/2016","11/19/2017","c",369,0,63012,"63012_movementSummary.csv","000063012_0536r16_diveStats.csv"
"KA","ROYD","ROYD",2017,2,63012,NA,2011,NA,6,2,1706095,2017-12-28,NA,NA,NA,2018-11-17,NA,4720,525,0,0,0,2016-12-04,191,26.06,20.83,"M","field",-0.0375227531645587,1,0,0,1,1,1,0,"000063012_0095r17.txt","10/20/2017","2/7/2019","c",475,0,63012,"63012_movementSummary.csv","000063012_0095r17_diveStats.csv"
"KA","ROYD","ROYD",2018,3,63012,NA,2011,NA,7,2,1801085,2018-11-17,NA,4720,525,NA,NA,NA,NA,1,1,1,2016-12-04,191,26.06,20.83,"M","field",-0.0375227531645587,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,63012,NA,NA
"KA","ROYD","ROYD",2018,1,63028,NA,2011,NA,7,0,1801041,2018-12-29,NA,NA,NA,2019-11-07,12:15:00,5700,583,1,1,1,2018-12-29,195,34.7,19.6,"M","field",-0.0321314387953638,0,0,0,1,1,1,0,"000063028_1801041r18.txt","10/20/2018","3/13/2020","c",510,0,63028,"63028_movementSummary.csv","000063028_1801041r18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,63049,NA,2011,NA,5,0,559,2016-12-29,NA,NA,NA,NA,NA,NA,NA,1,0,0,2016-12-29,NA,NA,NA,"M","field",-0.0160705020978099,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,63049,NA,NA
"KA","ROYD","ROYD",2016,1,63054,NA,2011,NA,5,0,6101,2016-12-29,NA,NA,NA,2017-11-21,NA,5400,565,0,0,0,2017-11-21,189,23.54,18.45,"U","field",-0.0160705020978099,0,0,0,0,0,0,0,"000063054_6101r16.txt","8/24/2016","8/29/2017","i",370,1,63054,"63054_movementSummary.csv","000063054_6101r16_diveStats.csv"
"KA","ROYD","ROYD",2017,2,63054,NA,2011,NA,6,0,1706090,2017-11-21,NA,5400,565,NA,NA,NA,NA,0,0,0,2017-11-21,189,23.54,18.45,"U","field",-0.0160705020978099,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,63054,NA,NA
"KA","ROYD","ROYD",2016,1,63108,NA,2011,NA,5,0,6022,2016-12-26,NA,NA,NA,2017-11-26,NA,4020,480,1,1,1,2016-12-26,189,22.38,18.13,"F","DNA",-0.0160705020978099,0,0,0,0,0,0,0,"000063108_6022r16.txt","11/15/2016","2/26/2018","c",468,0,63108,"63108_movementSummary.csv",NA
"KA","ROYD","ROYD",2017,2,63108,NA,2011,NA,6,1,1706022,2017-11-26,NA,4020,480,2018-11-18,NA,4590,518,0,0,0,2016-12-26,189,22.38,18.13,"F","DNA",-0.0160705020978099,1,1,1,1,1,2,0,"000063108_0022r17.txt","10/20/2017","2/7/2019","c",475,0,63108,"63108_movementSummary.csv","000063108_0022r17_diveStats.csv"
"KA","ROYD","ROYD",2018,3,63108,NA,2011,NA,7,1,1801012,2018-11-18,NA,4590,518,2019-11-12,10:50:00,5320,535,1,1,2,2016-12-26,189,22.38,18.13,"F","DNA",-0.0160705020978099,0,0,0,1,0,0,0,"000063108_1801012r18.txt","10/20/2018","3/13/2020","c",510,0,63108,"63108_movementSummary.csv","000063108_1801012r18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,63137,NA,2011,NA,5,0,6130,2016-12-29,NA,NA,NA,2018-11-14,NA,4510,540,0,0,0,2016-12-29,NA,NA,NA,"F","field",NA,0,0,0,0,0,0,0,"000063137_6130r16.txt","11/15/2016","11/19/2017","c",369,0,63137,"63137_movementSummary.csv","000063137_6130r16_diveStats.csv"
"KA","ROYD","ROYD",2018,2,63137,NA,2011,NA,7,0,1801134,2018-11-14,NA,4510,540,2019-11-13,12:55:00,4520,525,1,1,2,2016-12-29,NA,NA,NA,"F","field",NA,0,0,0,1,0,0,0,"000063137_1801134r18.txt","10/20/2018","3/11/2020","c",508,0,63137,"63137_movementSummary.csv","000063137_1801134r18_diveStats.csv"
"KA","ROYD","ROYD",2018,1,63197,NA,2011,NA,7,1,1725120,2018-12-29,NA,NA,NA,2019-11-13,13:20:00,4370,565,1,1,1,2018-12-29,186,33.8,20.4,"M","field",-0.0481923754929178,1,0,0,1,0,0,0,"000063197_1725120r18.txt","10/20/2018","3/12/2020","c",509,0,63197,"63197_movementSummary.csv","000063197_1725120r18_diveStats.csv"
"KA","ROYD","ROYD",2017,1,63320,NA,2011,NA,6,1,1706162,2018-01-03,NA,NA,490,2018-11-14,NA,4420,553,1,0,0,2018-01-03,189,22.4,16.5,"F","DNA",-0.0158624048817098,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,63320,NA,NA
"KA","ROYD","ROYD",2017,1,63363,NA,2011,NA,6,0,1706079,2018-01-03,NA,NA,500,2018-12-01,NA,NA,NA,1,1,1,2018-01-03,189,23.6,16.5,"U","field",-0.0158624048817098,0,0,0,1,0,0,0,"000063363_0079r17.txt","10/20/2017","2/7/2019","c",475,0,63363,"63363_movementSummary.csv","000063363_0079r17_diveStats.csv"
"KA","ROYD","ROYD",2018,2,63363,NA,2011,NA,7,1,1801098,2018-12-01,NA,NA,NA,NA,NA,NA,NA,1,0,0,2018-01-03,189,23.6,16.5,"U","field",-0.0158624048817098,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,63363,NA,NA
"KA","ROYD","ROYD",2017,1,63378,NA,2011,NA,6,0,1706021,2018-01-03,NA,NA,490,2018-11-09,NA,5340,560,0,0,0,2018-01-03,194,24.3,18,"M","field",-0.0158624048817098,0,0,0,1,1,2,0,"000063378_0021r17.txt","10/20/2017","2/7/2019","c",475,0,63378,"63378_movementSummary.csv","000063378_0021r17_diveStats.csv"
"KA","ROYD","ROYD",2018,2,63378,NA,2011,NA,7,0,1801096,2018-11-09,NA,5340,560,2019-11-09,12:10:00,5490,567,1,1,2,2018-01-03,194,24.3,18,"M","field",-0.0158624048817098,0,0,0,1,1,1,0,"000063378_1801096r18.txt","10/20/2018","3/13/2020","c",510,0,63378,"63378_movementSummary.csv","000063378_1801096r18_diveStats.csv"
"KA","ROYD","ROYD",2017,1,63390,NA,2011,NA,6,1,1706109,2017-12-03,NA,NA,NA,NA,NA,NA,NA,1,0,0,2017-12-03,175,22.57,17.99,"F","field",-0.0176748850901418,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,63390,NA,NA
"KA","ROYD","ROYD",2017,1,72291,NA,2013,NA,4,0,1706150,2018-01-03,NA,NA,510,2018-11-11,NA,5170,510,0,0,0,2018-01-03,190,23.9,19.7,"M","DNA",-0.00304269262531874,0,0,0,1,1,1,0,"000072291_0150r17.txt","10/20/2017","2/7/2019","c",475,0,72291,"72291_movementSummary.csv","000072291_0150r17_diveStats.csv"
"KA","ROYD","ROYD",2018,2,72291,NA,2013,NA,5,0,1801062,2018-11-11,NA,5170,510,2019-11-19,11:15:00,5040,535,1,1,1,2018-01-03,190,23.9,19.7,"M","DNA",-0.00304269262531874,0,0,0,1,0,0,0,"000072291_1801062r18.txt","10/20/2018","3/11/2020","c",508,0,72291,"72291_movementSummary.csv","000072291_1801062r18_diveStats.csv"
"KA","ROYD","ROYD",2018,1,72369,NA,2013,NA,5,0,1801144,2018-12-29,NA,NA,NA,NA,NA,NA,NA,1,0,0,2018-12-29,185,33.2,16.9,"F","field",-0.0139489941907167,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,72369,NA,NA
"KA","ROYD","ROYD",2016,1,72410,NA,2010,NA,6,0,6118,2016-12-04,NA,3300,515,NA,NA,NA,NA,1,0,0,2016-12-04,177,25.99,16.65,"M","field",-0.0287471566742941,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,72410,NA,NA
"KA","ROYD","ROYD",2016,1,72457,NA,2010,NA,6,2,6072,2016-12-29,NA,NA,NA,2017-11-14,NA,4385,535,1,0,0,2017-11-14,182,24.55,20.49,"F","DNA",0.277738785347624,1,0,0,1,0,0,0,"000072457_6072r16.txt","11/15/2016","11/19/2017","c",369,0,72457,"72457_movementSummary.csv","000072457_6072r16_diveStats.csv"
"KA","ROYD","ROYD",2017,2,72457,NA,2010,NA,7,3,1706099,2017-11-14,NA,4385,535,NA,NA,NA,NA,1,0,0,2017-11-14,182,24.55,20.49,"F","DNA",0.277738785347624,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,72457,NA,NA
