"COLONY","YEAR","DATE","WEEK","CHICK_NO","NEST_NO","WEIGHT","BAGWEIGHT","ADJ_WT","WING","CRECHE","INDEX","SUBCOLONY","Cr.wing","NOTES","Col13","Col14","BAND","PROOFED","average","sample.no","feather","BANDNUMB"
"CROZ",2005,2006-01-15,3,8,8,2500,175,2325,177,"Y",13.135593220339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,9,9,1050,175,875,107,"Y",8.17757009345794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,10,10,2175,175,2000,173,"Y",11.5606936416185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,11,11,2975,175,2800,185,"Y",15.1351351351351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,12,12,2800,175,2625,184,"Y",14.2663043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,13,13,2525,175,2350,176,"Y",13.3522727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,14,14,3325,175,3150,179,"Y",17.5977653631285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,15,15,1800,175,1625,175,"Y",9.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,16,16,2825,175,2650,188,"Y",14.0957446808511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,17,17,2600,175,2425,170,"Y",14.2647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,18,18,2200,175,2025,160,"Y",12.65625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,19,19,1875,175,1700,174,"Y",9.77011494252874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,20,20,2800,175,2625,175,"Y",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,21,21,2425,200,2225,173,"Y",12.8612716763006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,22,22,1275,200,1075,160,"Y",6.71875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,23,23,2550,200,2350,148,"Y",15.8783783783784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,24,24,2300,200,2100,158,"Y",13.2911392405063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,25,25,3050,200,2850,170,"Y",16.7647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,26,26,1925,200,1725,173,"Y",9.97109826589595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,27,27,2075,200,1875,178,"Y",10.5337078651685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,28,28,1300,200,1100,153,"Y",7.18954248366013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,29,29,1525,200,1325,159,"Y",8.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,30,30,2375,200,2175,169,"Y",12.8698224852071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,31,31,1550,200,1350,160,"Y",8.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,32,32,2300,200,2100,170,"Y",12.3529411764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,33,33,2850,200,2650,175,"Y",15.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,34,34,975,200,775,129,"Y",6.0077519379845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,35,35,2225,200,2025,161,"Y",12.5776397515528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,36,36,2700,200,2500,183,"Y",13.6612021857923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,37,37,2600,200,2400,182,"Y",13.1868131868132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,38,38,2325,200,2125,188,"Y",11.3031914893617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,39,39,2125,200,1925,181,"Y",10.6353591160221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,40,40,1125,200,925,135,"Y",6.85185185185185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,41,41,2800,200,2600,174,"Y",14.9425287356322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,42,42,3050,200,2850,173,"Y",16.4739884393064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,43,43,2925,200,2725,177,"Y",15.3954802259887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,44,44,2750,210,2540,170,"Y",14.9411764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,45,45,1250,210,1040,135,"Y",7.7037037037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,46,46,1975,210,1765,169,"Y",10.4437869822485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,47,47,2050,210,1840,137,"Y",13.4306569343066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,48,48,3225,210,3015,184,"Y",16.3858695652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,49,49,2700,210,2490,172,"Y",14.4767441860465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-15,3,50,50,1475,210,1265,136,"Y",9.30147058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,1,1,3000,225,2775,185,"Y",15,"B",NA,"Data for 1/22 proofed - LS ",NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,2,2,2500,225,2275,184,"Y",12.3641304347826,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,3,3,1900,225,1675,169,"Y",9.9112426035503,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,4,4,2850,225,2625,170,"Y",15.4411764705882,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,5,5,3575,225,3350,180,"Y",18.6111111111111,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,6,6,3025,225,2800,178,"Y",15.7303370786517,"B",NA,NA,"Column1",NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,7,7,3525,225,3300,193,"Y",17.0984455958549,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,8,8,2575,225,2350,184,"Y",12.7717391304348,"B",NA,NA,"Mean",14.6947533254157,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,9,9,4200,225,3975,185,"Y",21.4864864864865,"B",NA,NA,"Standard Error",0.441577406251104,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,10,10,2400,225,2175,163,"Y",13.3435582822086,"B",NA,NA,"Median",14.8890050424302,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,11,11,3325,225,3100,180,"Y",17.2222222222222,"B",NA,NA,"Mode",13.179347826087,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,12,12,1875,225,1650,158,"Y",10.4430379746835,"B",NA,NA,"Standard Deviation",3.12242378378922,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,13,13,3525,225,3300,180,"Y",18.3333333333333,"B",NA,NA,"Sample Variance",9.74953028557261,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,14,14,3650,250,3400,183,"Y",18.5792349726776,"B",NA,NA,"Kurtosis",-0.807308822714627,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,15,15,2250,250,2000,176,"Y",11.3636363636364,"B",NA,NA,"Skewness",0.0271823502288898,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,16,16,2200,250,1950,170,"Y",11.4705882352941,"B",NA,NA,"Range",13.0936293436293,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,17,17,2250,250,2000,165,"Y",12.1212121212121,"B",NA,NA,"Minimum",8.39285714285714,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,18,18,2825,250,2575,173,"Y",14.8843930635838,"B",NA,NA,"Maximum",21.4864864864865,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,19,19,3225,250,2975,175,"Y",17,"N",NA,NA,"Sum",734.737666270783,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,20,20,3325,250,3075,178,"Y",17.2752808988764,"N",NA,NA,"Count",50,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,21,21,2950,250,2700,177,"Y",15.2542372881356,"N",NA,NA,"Confidence Level(95.0%)",0.887383004182377,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,22,22,2650,250,2400,183,"Y",13.1147540983607,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,23,23,3275,250,3025,175,"Y",17.2857142857143,"N",NA,NA,"Column1",NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,24,24,1800,250,1550,167,"Y",9.2814371257485,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,25,25,2750,250,2500,180,"Y",13.8888888888889,"N",NA,NA,"Mean",2617.5,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,26,26,3650,250,3400,193,"Y",17.6165803108808,"N",NA,NA,"Standard Error",87.7038441900598,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,27,27,2675,250,2425,184,"Y",13.179347826087,"N",NA,NA,"Median",2637.5,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,28,28,2250,250,2000,180,"Y",11.1111111111111,"N",NA,NA,"Mode",2000,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,29,29,2950,250,2700,179,"Y",15.0837988826816,"N",NA,NA,"Standard Deviation",620.159829629197,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,30,30,1425,250,1175,140,"Y",8.39285714285714,"N",NA,NA,"Sample Variance",384598.214285714,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,31,31,2925,250,2675,150,"Y",17.8333333333333,"N",NA,NA,"Kurtosis",-0.523609589698831,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,32,32,3725,250,3475,187,"Y",18.5828877005348,"N",NA,NA,"Skewness",-0.097215845863168,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,33,33,2075,250,1825,171,"Y",10.672514619883,"N",NA,NA,"Range",2800,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,34,34,2550,250,2300,182,"Y",12.6373626373626,"N",NA,NA,"Minimum",1175,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,35,35,3600,250,3350,179,"Y",18.7150837988827,"N",NA,NA,"Maximum",3975,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,36,36,2675,250,2425,184,"Y",13.179347826087,"N",NA,NA,"Sum",130875,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,37,37,3275,250,3025,172,"Y",17.5872093023256,"N",NA,NA,"Count",50,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,38,38,3500,250,3250,184,"Y",17.6630434782609,"N",NA,NA,"Confidence Level(95.0%)",176.247470169391,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,39,39,3925,250,3675,181,"Y",20.3038674033149,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,40,40,2825,250,2575,179,"Y",14.3854748603352,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,41,41,2225,250,1975,164,"Y",12.0426829268293,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,42,42,1925,250,1675,167,"Y",10.0299401197605,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,43,43,3625,250,3375,178,"Y",18.9606741573034,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,44,44,3325,250,3075,194,"Y",15.8505154639175,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,45,45,3100,250,2850,187,"Y",15.2406417112299,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,46,46,2900,250,2650,185,"Y",14.3243243243243,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,47,47,3050,250,2800,188,"Y",14.8936170212766,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,48,48,2525,250,2275,178,"Y",12.7808988764045,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,49,49,2600,250,2350,180,"Y",13.0555555555556,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-22,4,50,50,2325,250,2075,183,"Y",11.3387978142077,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,1,NA,3425,225,3200,165,"Y",19.3939393939394,"C",NA,NA,"Column1",NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,2,NA,2450,225,2225,173,"Y",12.8612716763006,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,3,NA,3125,225,2900,168,"Y",17.2619047619048,"C",NA,NA,"Mean",2637.8,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,4,NA,2025,225,1800,182,"Y",9.89010989010989,"C",NA,NA,"Standard Error",76.2368971679456,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,5,NA,3725,225,3500,188,"Y",18.6170212765957,"C",NA,NA,"Median",2637.5,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,6,NA,3300,225,3075,160,"Y",19.21875,"C",NA,NA,"Mode",2525,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,7,NA,2825,225,2600,191,"Y",13.6125654450262,"C",NA,NA,"Standard Deviation",539.076269640759,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,8,NA,3175,225,2950,176,"Y",16.7613636363636,"C",NA,NA,"Sample Variance",290603.224489796,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,9,NA,3925,225,3700,182,"Y",20.3296703296703,"C",NA,NA,"Kurtosis",-0.448293352020531,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,10,NA,2975,225,2750,167,"Y",16.4670658682635,"C",NA,NA,"Skewness",-0.326908840312204,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,11,NA,2575,225,2350,183,"Y",12.8415300546448,"C",NA,NA,"Range",2325,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,12,NA,2750,225,2525,176,"Y",14.3465909090909,"C",NA,NA,"Minimum",1375,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,13,NA,3425,225,3200,179,"Y",17.877094972067,"C",NA,NA,"Maximum",3700,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,14,NA,3050,225,2825,160,"Y",17.65625,"C",NA,NA,"Sum",131890,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,15,NA,2625,225,2400,177,"Y",13.5593220338983,"C",NA,NA,"Count",50,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,16,NA,2255,225,2030,165,"Y",12.3030303030303,"C",NA,NA,"Confidence Level(95.0%)",153.203777821831,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,17,NA,2900,225,2675,174,"Y",15.3735632183908,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,18,NA,2275,225,2050,181,"Y",11.3259668508287,"C",NA,NA,"Column1",NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,19,NA,3400,225,3175,185,"Y",17.1621621621622,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,20,NA,1600,225,1375,171,"Y",8.04093567251462,"C",NA,NA,"Mean",15.0323873173591,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,21,NA,3250,225,3025,187,"Y",16.1764705882353,"C",NA,NA,"Standard Error",0.415089407043757,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,22,NA,1725,225,1500,179,"Y",8.37988826815642,"C",NA,NA,"Median",15.0432847099021,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,23,NA,2975,225,2750,192,"Y",14.3229166666667,"C",NA,NA,"Mode",NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,24,NA,2925,225,2700,174,"Y",15.5172413793103,"C",NA,NA,"Standard Deviation",2.93512534519343,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,25,NA,2450,225,2225,171,"Y",13.0116959064327,"C",NA,NA,"Sample Variance",8.61496079199687,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,26,NA,2525,225,2300,176,"Y",13.0681818181818,"C",NA,NA,"Kurtosis",-0.349163048030865,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,27,NA,3400,225,3175,180,"Y",17.6388888888889,"C",NA,NA,"Skewness",-0.33111516024953,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,28,NA,3400,225,3175,188,"Y",16.8882978723404,"C",NA,NA,"Range",12.2887346571557,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,29,NA,2900,225,2675,178,"Y",15.0280898876404,"C",NA,NA,"Minimum",8.04093567251462,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,30,NA,2075,225,1850,169,"Y",10.9467455621302,"C",NA,NA,"Maximum",20.3296703296703,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,31,NA,2750,225,2525,179,"Y",14.1061452513966,"C",NA,NA,"Sum",751.619365867957,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,32,NA,2075,225,1850,170,"Y",10.8823529411765,"C",NA,NA,"Count",50,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,33,NA,3625,225,3400,174,"Y",19.5402298850575,"C",NA,NA,"Confidence Level(95.0%)",0.834153377895678,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,34,NA,3400,225,3175,186,"Y",17.0698924731183,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,35,NA,3125,225,2900,180,"Y",16.1111111111111,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,36,NA,3475,225,3250,181,"Y",17.9558011049724,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,37,NA,3525,225,3300,178,"Y",18.5393258426966,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,38,NA,2375,225,2150,169,"Y",12.7218934911243,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,39,NA,2650,225,2425,159,"Y",15.251572327044,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,40,NA,2600,225,2375,174,"Y",13.6494252873563,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,41,NA,2675,225,2450,183,"Y",13.3879781420765,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,42,NA,2800,225,2575,171,"Y",15.0584795321637,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,43,NA,2750,225,2525,169,"Y",14.9408284023669,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,44,NA,2350,225,2125,167,"Y",12.7245508982036,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,45,NA,3375,225,3150,162,"Y",19.4444444444444,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,46,NA,3385,225,3160,185,"Y",17.0810810810811,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,47,NA,2750,225,2525,170,"Y",14.8529411764706,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,48,NA,1925,225,1700,151,"Y",11.2582781456954,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,49,NA,2725,225,2500,178,"Y",14.0449438202247,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2005,2006-01-28,5,50,NA,3375,225,3150,184,"Y",17.1195652173913,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,1,1,380,0,380,44,"N",8.63636363636364,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,2,1,230,0,230,40,"N",5.75,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,3,2,1350,225,1125,111,"N",10.1351351351351,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,4,2,1375,225,1150,111,"N",10.3603603603604,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,5,3,1400,225,1175,101,"N",11.6336633663366,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,6,4,690,0,690,70,"N",9.85714285714286,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,7,4,450,0,450,56,"N",8.03571428571429,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,8,5,1200,225,975,85,"N",11.4705882352941,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,9,6,1200,225,975,103,"N",9.46601941747573,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,10,6,1350,225,1125,102,"N",11.0294117647059,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,11,7,1175,225,950,97,"N",9.79381443298969,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,12,7,425,0,425,60,"N",7.08333333333333,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,13,8,130,0,130,31,"N",4.19354838709677,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,14,9,275,0,275,44,"N",6.25,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,15,10,150,0,150,36,"N",4.16666666666667,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,16,10,210,0,210,41,"N",5.1219512195122,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,17,11,630,0,630,64,"N",9.84375,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,18,11,485,0,485,58,"N",8.36206896551724,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,19,12,1125,225,900,93,"N",9.67741935483871,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,20,12,785,0,785,84,"N",9.34523809523809,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,21,13,435,0,435,61,"N",7.13114754098361,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,22,13,415,0,415,59,"N",7.03389830508475,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,23,14,660,0,660,77,"N",8.57142857142857,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,24,14,645,0,645,79,"N",8.16455696202532,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,25,15,215,0,215,40,"N",5.375,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,26,15,105,0,105,33,"N",3.18181818181818,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,27,16,365,0,365,55,"N",6.63636363636364,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,28,16,490,0,490,61,"N",8.0327868852459,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,29,17,455,0,455,59,"N",7.71186440677966,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,30,18,510,0,510,54,"N",9.44444444444444,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,31,18,600,0,600,62,"N",9.67741935483871,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,32,19,1175,225,950,86,"N",11.046511627907,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",2006,2006-12-25,0,33,20,240,0,240,41,"N",5.85365853658537,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
